id	desc	common.n	target.n	p-value	genes	p-adjust
11985624	https://pubmed.ncbi.nlm.nih.gov/11985624	6	20	1.6629214130224433e-05	b3231, b3311, b0169, b3165, b2609, b3317	0.00017008262393486902
159290	https://pubmed.ncbi.nlm.nih.gov/159290	4	7	2.4074102390441063e-05	b3983, b3986, b3984, b3985	0.0002444312147817775
7002914	https://pubmed.ncbi.nlm.nih.gov/7002914	4	7	2.4074102390441063e-05	b3983, b3986, b3984, b3985	0.00024265997409495305
15983062	https://pubmed.ncbi.nlm.nih.gov/15983062	4	7	2.4074102390441063e-05	b3318, b3319, b3315, b3300	0.00024091421888563683
3309351	https://pubmed.ncbi.nlm.nih.gov/3309351	3	3	2.545881076969827e-05	b3296, b3984, b3306	0.00025295146986178784
28280110	https://pubmed.ncbi.nlm.nih.gov/28280110	3	3	2.545881076969827e-05	b3836, b3838, b3839	0.0002511574878060305
6373761	https://pubmed.ncbi.nlm.nih.gov/6373761	3	3	2.545881076969827e-05	b3983, b3986, b3985	0.0002493887731031711
3373529	https://pubmed.ncbi.nlm.nih.gov/3373529	3	3	2.545881076969827e-05	b0023, b2609, b3311	0.0002476447956688832
27914200	https://pubmed.ncbi.nlm.nih.gov/27914200	3	3	2.545881076969827e-05	b3836, b3838, b3839	0.00024592504014340485
15571732	https://pubmed.ncbi.nlm.nih.gov/15571732	3	3	2.545881076969827e-05	b3836, b3838, b3839	0.00024422900538379513
12823967	https://pubmed.ncbi.nlm.nih.gov/12823967	3	3	2.545881076969827e-05	b3836, b3838, b3839	0.00024255620397705684
8939424	https://pubmed.ncbi.nlm.nih.gov/8939424	3	3	2.545881076969827e-05	b3836, b3838, b3839	0.00024090616177313128
9822832	https://pubmed.ncbi.nlm.nih.gov/9822832	3	3	2.545881076969827e-05	b0627, b3838, b3836	0.00023927841743682634
6445562	https://pubmed.ncbi.nlm.nih.gov/6445562	3	3	2.545881076969827e-05	b3296, b3984, b3306	0.00023767252201778723
6262737	https://pubmed.ncbi.nlm.nih.gov/6262737	3	3	2.545881076969827e-05	b3308, b3306, b3309	0.00023608803853766866
7916699	https://pubmed.ncbi.nlm.nih.gov/7916699	3	3	2.545881076969827e-05	b2609, b3311, b0023	0.00023452454159371059
19616559	https://pubmed.ncbi.nlm.nih.gov/19616559	3	3	2.545881076969827e-05	b3296, b3311, b0023	0.00023298161697796248
17198710	https://pubmed.ncbi.nlm.nih.gov/17198710	3	3	2.545881076969827e-05	b3308, b2185, b3304	0.00023145886131143985
354687	https://pubmed.ncbi.nlm.nih.gov/354687	3	3	2.545881076969827e-05	b3308, b2185, b3304	0.0002299558816925344
378941	https://pubmed.ncbi.nlm.nih.gov/378941	3	3	2.545881076969827e-05	b3165, b3186, b3185	0.00022847229535903418
4912319	https://pubmed.ncbi.nlm.nih.gov/4912319	3	3	2.545881076969827e-05	b3165, b3306, b3296	0.00022700772936314292
22041896	https://pubmed.ncbi.nlm.nih.gov/22041896	3	3	2.545881076969827e-05	b3836, b3838, b3839	0.0002255618202589191
17678896	https://pubmed.ncbi.nlm.nih.gov/17678896	3	3	2.545881076969827e-05	b3836, b3838, b3839	0.00022413421380158415
29358647	https://pubmed.ncbi.nlm.nih.gov/29358647	3	3	2.545881076969827e-05	b3836, b3838, b3839	0.00022272456465817798
16756481	https://pubmed.ncbi.nlm.nih.gov/16756481	3	3	2.545881076969827e-05	b3836, b3838, b3839	0.00022133253612906435
6364140	https://pubmed.ncbi.nlm.nih.gov/6364140	3	3	2.545881076969827e-05	b3308, b2185, b3304	0.00021995779987981552
8925931	https://pubmed.ncbi.nlm.nih.gov/8925931	3	3	2.545881076969827e-05	b3308, b2185, b3304	0.00021860003568302652
2685749	https://pubmed.ncbi.nlm.nih.gov/2685749	3	3	2.545881076969827e-05	b3984, b3341, b3636	0.00021725893116963374
1960726	https://pubmed.ncbi.nlm.nih.gov/1960726	3	3	2.545881076969827e-05	b3318, b3984, b3317	0.0002159341815893311
15728576	https://pubmed.ncbi.nlm.nih.gov/15728576	3	3	2.545881076969827e-05	b3836, b3838, b3839	0.00021462548957969877
18644791	https://pubmed.ncbi.nlm.nih.gov/18644791	3	3	2.545881076969827e-05	b3836, b3838, b3839	0.0002133325649436765
25774531	https://pubmed.ncbi.nlm.nih.gov/25774531	3	3	2.545881076969827e-05	b3836, b3838, b3839	0.00021205512443503172
15853811	https://pubmed.ncbi.nlm.nih.gov/15853811	3	3	2.545881076969827e-05	b3836, b3838, b3839	0.00021079289155148987
15740752	https://pubmed.ncbi.nlm.nih.gov/15740752	3	3	2.545881076969827e-05	b3836, b3838, b3839	0.00020954559633520886
800986	https://pubmed.ncbi.nlm.nih.gov/800986	3	3	2.545881076969827e-05	b3319, b3231, b1716	0.00020831297518029586
28223511	https://pubmed.ncbi.nlm.nih.gov/28223511	3	3	2.545881076969827e-05	b3836, b3838, b3839	0.00020709477064707776
16854235	https://pubmed.ncbi.nlm.nih.gov/16854235	3	3	2.545881076969827e-05	b3836, b3838, b3839	0.00020589073128285057
17881358	https://pubmed.ncbi.nlm.nih.gov/17881358	3	3	2.545881076969827e-05	b3836, b3838, b3839	0.00020470061144884565
15748976	https://pubmed.ncbi.nlm.nih.gov/15748976	3	3	2.545881076969827e-05	b3836, b3838, b3839	0.00020352417115316262
17336443	https://pubmed.ncbi.nlm.nih.gov/17336443	3	3	2.545881076969827e-05	b3836, b3838, b3839	0.00020236117588943027
2423965	https://pubmed.ncbi.nlm.nih.gov/2423965	3	3	2.545881076969827e-05	b3230, b3298, b3341	0.0002012113964809676
9693099	https://pubmed.ncbi.nlm.nih.gov/9693099	3	3	2.545881076969827e-05	b3318, b3319, b3317	0.00020007460893022768
8263910	https://pubmed.ncbi.nlm.nih.gov/8263910	3	3	2.545881076969827e-05	b3983, b3986, b3985	0.00019895059427331628
16234865	https://pubmed.ncbi.nlm.nih.gov/16234865	3	3	2.545881076969827e-05	b3836, b3838, b3839	0.00019783913843938713
15525707	https://pubmed.ncbi.nlm.nih.gov/15525707	3	3	2.545881076969827e-05	b3298, b3341, b0023	0.00019674003211472387
17053098	https://pubmed.ncbi.nlm.nih.gov/17053098	3	3	2.545881076969827e-05	b3983, b3986, b3985	0.0001956530706113276
366612	https://pubmed.ncbi.nlm.nih.gov/366612	3	3	2.545881076969827e-05	b4202, b4200, b4203	0.0001945780537398368
2182127	https://pubmed.ncbi.nlm.nih.gov/2182127	3	3	2.545881076969827e-05	b3317, b3313, b3636	0.00019351478568661366
18247578	https://pubmed.ncbi.nlm.nih.gov/18247578	3	3	2.545881076969827e-05	b3983, b3986, b3985	0.00019246307489483857
15663945	https://pubmed.ncbi.nlm.nih.gov/15663945	3	3	2.545881076969827e-05	b3836, b3838, b3839	0.00019142273394946106
3275651	https://pubmed.ncbi.nlm.nih.gov/3275651	3	3	2.545881076969827e-05	b3319, b3301, b3315	0.00019039357946586181
19473260	https://pubmed.ncbi.nlm.nih.gov/19473260	3	3	2.545881076969827e-05	b3836, b3838, b3839	0.00018937543198208715
18819916	https://pubmed.ncbi.nlm.nih.gov/18819916	4	8	4.7043680247037725e-05	b0627, b3838, b3836, b3839	0.00034807318735973126
1646811	https://pubmed.ncbi.nlm.nih.gov/1646811	3	4	9.962271607099775e-05	b4202, b4200, b4203	0.00073320210610983
14702305	https://pubmed.ncbi.nlm.nih.gov/14702305	3	4	9.962271607099775e-05	b0123, b3836, b0997	0.0007293431476566204
16263723	https://pubmed.ncbi.nlm.nih.gov/16263723	3	4	9.962271607099775e-05	b3836, b3838, b3839	0.0007255245971453292
2191140	https://pubmed.ncbi.nlm.nih.gov/2191140	3	4	9.962271607099775e-05	b1719, b1716, b1717	0.000721745823201864
15496525	https://pubmed.ncbi.nlm.nih.gov/15496525	3	4	9.962271607099775e-05	b3342, b3298, b3316	0.0007180062075376056
12473202	https://pubmed.ncbi.nlm.nih.gov/12473202	3	4	9.962271607099775e-05	b3231, b3298, b3317	0.000714305144612154
17280684	https://pubmed.ncbi.nlm.nih.gov/17280684	3	4	9.962271607099775e-05	b3836, b3838, b3839	0.0007106420413064506
3528756	https://pubmed.ncbi.nlm.nih.gov/3528756	3	4	9.962271607099775e-05	b4202, b4200, b4203	0.0007070163166059075
17349664	https://pubmed.ncbi.nlm.nih.gov/17349664	5	18	0.00013298903640567188	b1971, b3894, b0894, b1588, b0997	0.0009390241098491856
6379605	https://pubmed.ncbi.nlm.nih.gov/6379605	4	10	0.0001347378776944576	b3296, b3297, b3298, b3294	0.0009465676155201541
18852508	https://pubmed.ncbi.nlm.nih.gov/18852508	10	84	0.00015798689572917179	b3308, b3296, b3297, b3294, b3984, b0169, b3319, b4202, b4200, b4203	0.0011043204621069243
6278264	https://pubmed.ncbi.nlm.nih.gov/6278264	3	5	0.00024365266475303004	b3986, b3984, b3985	0.0016946042833573239
12787347	https://pubmed.ncbi.nlm.nih.gov/12787347	3	5	0.00024365266475303004	b2435, b2817, b3839	0.001686173416275944
3549294	https://pubmed.ncbi.nlm.nih.gov/3549294	3	5	0.00024365266475303004	b3983, b4200, b3313	0.0016778260231260632
6246404	https://pubmed.ncbi.nlm.nih.gov/6246404	3	5	0.00024365266475303004	b3983, b3986, b3985	0.0016695608703027822
9298646	https://pubmed.ncbi.nlm.nih.gov/9298646	17	222	0.00024682028267224875	b3986, b1424, b2609, b3321, b3017, b3231, b0123, b3320, b2687, b3984, b3305, b0169, b3319, b2185, b4200, b0177, b4203	0.0016829755548877353
21697552	https://pubmed.ncbi.nlm.nih.gov/21697552	5	23	0.00046355072131912294	b3342, b3321, b3320, b4200, b3637	0.003145361235877561
6368838	https://pubmed.ncbi.nlm.nih.gov/6368838	3	6	0.0004767454173151875	b1719, b1716, b1717	0.003219188715948669
14578344	https://pubmed.ncbi.nlm.nih.gov/14578344	3	6	0.0004767454173151875	b3300, b0093, b3981	0.003203637079639738
18759741	https://pubmed.ncbi.nlm.nih.gov/18759741	4	15	0.0007802221997058817	b3300, b2617, b0177, b3981	0.005217735960533084
11506918	https://pubmed.ncbi.nlm.nih.gov/11506918	3	7	0.0008162489035087472	b2997, b0972, b2996	0.00543254653005104
9274019	https://pubmed.ncbi.nlm.nih.gov/9274019	3	7	0.0008162489035087472	b3894, b0997, b1474	0.0054066772608603215
368562	https://pubmed.ncbi.nlm.nih.gov/368562	2	2	0.0008720652958890296	b3316, b2609	0.00574901813545801
4598121	https://pubmed.ncbi.nlm.nih.gov/4598121	2	2	0.0008720652958890296	b2609, b3311	0.005721900125385095
6170527	https://pubmed.ncbi.nlm.nih.gov/6170527	2	2	0.0008720652958890296	b3294, b3317	0.005695036744514743
1098937	https://pubmed.ncbi.nlm.nih.gov/1098937	2	2	0.0008720652958890296	b3304, b3294	0.0056684244232786925
6760192	https://pubmed.ncbi.nlm.nih.gov/6760192	2	2	0.0008720652958890296	b3320, b3309	0.005642059658519257
15509870	https://pubmed.ncbi.nlm.nih.gov/15509870	2	2	0.0008720652958890296	b3319, b3309	0.005615939011952038
2461735	https://pubmed.ncbi.nlm.nih.gov/2461735	2	2	0.0008720652958890296	b1716, b3309	0.005590059108671153
11345438	https://pubmed.ncbi.nlm.nih.gov/11345438	2	2	0.0008720652958890296	b3319, b3309	0.005564416635695597
6986365	https://pubmed.ncbi.nlm.nih.gov/6986365	2	2	0.0008720652958890296	b3307, b3320	0.005539008340555434
15308780	https://pubmed.ncbi.nlm.nih.gov/15308780	2	2	0.0008720652958890296	b3230, b3298	0.005513831029916546
7585249	https://pubmed.ncbi.nlm.nih.gov/7585249	2	2	0.0008720652958890296	b3298, b3297	0.005488881568242716
324809	https://pubmed.ncbi.nlm.nih.gov/324809	2	2	0.0008720652958890296	b3298, b3316	0.005464156876493874
14536072	https://pubmed.ncbi.nlm.nih.gov/14536072	2	2	0.0008720652958890296	b3342, b3298	0.005439653930859373
12655407	https://pubmed.ncbi.nlm.nih.gov/12655407	2	2	0.0008720652958890296	b3981, b3300	0.0054153697615251795
3903659	https://pubmed.ncbi.nlm.nih.gov/3903659	2	2	0.0008720652958890296	b3298, b3316	0.0053913014514739566
12937172	https://pubmed.ncbi.nlm.nih.gov/12937172	2	2	0.0008720652958890296	b3297, b3341	0.005367446135316992
23980204	https://pubmed.ncbi.nlm.nih.gov/23980204	2	2	0.0008720652958890296	b4202, b4200	0.005343800998157005
7889938	https://pubmed.ncbi.nlm.nih.gov/7889938	2	2	0.0008720652958890296	b3981, b3300	0.005320363274480878
4897206	https://pubmed.ncbi.nlm.nih.gov/4897206	2	2	0.0008720652958890296	b3297, b3321	0.0052971302470813985
7031269	https://pubmed.ncbi.nlm.nih.gov/7031269	2	2	0.0008720652958890296	b3308, b3298	0.005274099246007131
16337596	https://pubmed.ncbi.nlm.nih.gov/16337596	2	2	0.0008720652958890296	b3983, b3986	0.0052512676475395675
2211695	https://pubmed.ncbi.nlm.nih.gov/2211695	2	2	0.0008720652958890296	b3313, b3317	0.005228632873196725
15652481	https://pubmed.ncbi.nlm.nih.gov/15652481	2	2	0.0008720652958890296	b3314, b3296	0.005206192388762404
363701	https://pubmed.ncbi.nlm.nih.gov/363701	2	2	0.0008720652958890296	b3983, b4202	0.0051839437033403424
16116291	https://pubmed.ncbi.nlm.nih.gov/16116291	2	2	0.0008720652958890296	b3300, b3299	0.005161884368432511
341968	https://pubmed.ncbi.nlm.nih.gov/341968	2	2	0.0008720652958890296	b3318, b3307	0.005140011977040848
3888269	https://pubmed.ncbi.nlm.nih.gov/3888269	2	2	0.0008720652958890296	b3318, b3307	0.005118324162791731
3279034	https://pubmed.ncbi.nlm.nih.gov/3279034	2	2	0.0008720652958890296	b3298, b3316	0.005096818599082522
6157482	https://pubmed.ncbi.nlm.nih.gov/6157482	2	2	0.0008720652958890296	b3319, b3321	0.00507549299824954
15667282	https://pubmed.ncbi.nlm.nih.gov/15667282	2	2	0.0008720652958890296	b3836, b0997	0.005054345110756834
12420178	https://pubmed.ncbi.nlm.nih.gov/12420178	2	2	0.0008720652958890296	b3836, b0997	0.0050333727244051465
18037435	https://pubmed.ncbi.nlm.nih.gov/18037435	2	2	0.0008720652958890296	b1716, b1717	0.005012573663560497
26826271	https://pubmed.ncbi.nlm.nih.gov/26826271	2	2	0.0008720652958890296	b3838, b3839	0.004991945788401811
20855604	https://pubmed.ncbi.nlm.nih.gov/20855604	2	2	0.0008720652958890296	b3300, b3981	0.00497148699418705
17300178	https://pubmed.ncbi.nlm.nih.gov/17300178	2	2	0.0008720652958890296	b3838, b3839	0.004951195210537307
26068441	https://pubmed.ncbi.nlm.nih.gov/26068441	2	2	0.0008720652958890296	b3838, b3839	0.004931068400738375
2041472	https://pubmed.ncbi.nlm.nih.gov/2041472	2	2	0.0008720652958890296	b3981, b3300	0.004911104561059272
6392292	https://pubmed.ncbi.nlm.nih.gov/6392292	2	2	0.0008720652958890296	b3703, b0023	0.004891301720087259
7539334	https://pubmed.ncbi.nlm.nih.gov/7539334	2	2	0.0008720652958890296	b3703, b0023	0.0048716579380788765
2185470	https://pubmed.ncbi.nlm.nih.gov/2185470	2	2	0.0008720652958890296	b3703, b0023	0.004852171306326561
2204629	https://pubmed.ncbi.nlm.nih.gov/2204629	2	2	0.0008720652958890296	b3301, b3313	0.004832839946540399
791672	https://pubmed.ncbi.nlm.nih.gov/791672	2	2	0.0008720652958890296	b3308, b3305	0.004813662010244604
9873002	https://pubmed.ncbi.nlm.nih.gov/9873002	2	2	0.0008720652958890296	b3305, b3320	0.004794635678188301
17229735	https://pubmed.ncbi.nlm.nih.gov/17229735	2	2	0.0008720652958890296	b3838, b3839	0.004775759159770237
9180258	https://pubmed.ncbi.nlm.nih.gov/9180258	2	2	0.0008720652958890296	b3300, b3981	0.004757030692477021
12163163	https://pubmed.ncbi.nlm.nih.gov/12163163	2	2	0.0008720652958890296	b3836, b3839	0.004738448541334532
16973610	https://pubmed.ncbi.nlm.nih.gov/16973610	2	2	0.0008720652958890296	b3838, b3839	0.004720010998372141
28515319	https://pubmed.ncbi.nlm.nih.gov/28515319	2	2	0.0008720652958890296	b3838, b3839	0.004701716382099381
2111734	https://pubmed.ncbi.nlm.nih.gov/2111734	2	2	0.0008720652958890296	b3300, b3981	0.00468356303699475
12533470	https://pubmed.ncbi.nlm.nih.gov/12533470	2	2	0.0008720652958890296	b3300, b3981	0.004665549333006308
321250	https://pubmed.ncbi.nlm.nih.gov/321250	2	2	0.0008720652958890296	b3301, b3983	0.0046476736650637555
7038683	https://pubmed.ncbi.nlm.nih.gov/7038683	2	2	0.0008720652958890296	b3301, b3304	0.004629934452601681
6389119	https://pubmed.ncbi.nlm.nih.gov/6389119	2	2	0.0008720652958890296	b3301, b3300	0.004612330139093689
2256953	https://pubmed.ncbi.nlm.nih.gov/2256953	2	2	0.0008720652958890296	b3308, b3319	0.004594859191597122
4589347	https://pubmed.ncbi.nlm.nih.gov/4589347	2	2	0.0008720652958890296	b3319, b3315	0.004577520100308076
19150357	https://pubmed.ncbi.nlm.nih.gov/19150357	2	2	0.0008720652958890296	b3319, b3315	0.004560311378126467
7928988	https://pubmed.ncbi.nlm.nih.gov/7928988	2	2	0.0008720652958890296	b3319, b3315	0.004543231560230863
19197244	https://pubmed.ncbi.nlm.nih.gov/19197244	2	2	0.0008720652958890296	b3319, b3315	0.004526279203662837
12738792	https://pubmed.ncbi.nlm.nih.gov/12738792	2	2	0.0008720652958890296	b3319, b3321	0.004509452886920596
160567	https://pubmed.ncbi.nlm.nih.gov/160567	2	2	0.0008720652958890296	b3319, b3321	0.004492751209561631
17956547	https://pubmed.ncbi.nlm.nih.gov/17956547	2	2	0.0008720652958890296	b3319, b3315	0.00447617279181417
27257065	https://pubmed.ncbi.nlm.nih.gov/27257065	2	2	0.0008720652958890296	b3319, b3315	0.0044597162741972065
9292501	https://pubmed.ncbi.nlm.nih.gov/9292501	2	2	0.0008720652958890296	b3297, b3341	0.004443380317148866
18620530	https://pubmed.ncbi.nlm.nih.gov/18620530	2	2	0.0008720652958890296	b3342, b3341	0.00442716360066292
13130133	https://pubmed.ncbi.nlm.nih.gov/13130133	2	2	0.0008720652958890296	b3319, b3315	0.004411064823933237
10413486	https://pubmed.ncbi.nlm.nih.gov/10413486	2	2	0.0008720652958890296	b3981, b3300	0.004395082705005942
7015289	https://pubmed.ncbi.nlm.nih.gov/7015289	2	2	0.0008720652958890296	b3936, b3304	0.004379215980439134
3298224	https://pubmed.ncbi.nlm.nih.gov/3298224	2	2	0.0008720652958890296	b3299, b1717	0.004363463404969929
17686475	https://pubmed.ncbi.nlm.nih.gov/17686475	2	2	0.0008720652958890296	b3838, b3839	0.004347823751188674
19041876	https://pubmed.ncbi.nlm.nih.gov/19041876	2	2	0.0008720652958890296	b3838, b3839	0.004332295809220144
8083155	https://pubmed.ncbi.nlm.nih.gov/8083155	2	2	0.0008720652958890296	b3300, b3981	0.004316878386411531
10781065	https://pubmed.ncbi.nlm.nih.gov/10781065	2	2	0.0008720652958890296	b3319, b3305	0.004301570307027093
21237157	https://pubmed.ncbi.nlm.nih.gov/21237157	2	2	0.0008720652958890296	b3838, b3839	0.004286370411949259
773698	https://pubmed.ncbi.nlm.nih.gov/773698	2	2	0.0008720652958890296	b3986, b3985	0.004271277558386057
3049533	https://pubmed.ncbi.nlm.nih.gov/3049533	2	2	0.0008720652958890296	b3306, b3310	0.004256290619584702
4589343	https://pubmed.ncbi.nlm.nih.gov/4589343	2	2	0.0008720652958890296	b3296, b3303	0.0042414084845511894
18936095	https://pubmed.ncbi.nlm.nih.gov/18936095	2	2	0.0008720652958890296	b3986, b3985	0.00422663005777575
361431	https://pubmed.ncbi.nlm.nih.gov/361431	2	2	0.0008720652958890296	b3986, b3985	0.0042119542589640286
8123703	https://pubmed.ncbi.nlm.nih.gov/8123703	2	2	0.0008720652958890296	b3986, b3985	0.0041973800227738415
9515737	https://pubmed.ncbi.nlm.nih.gov/9515737	2	2	0.0008720652958890296	b3986, b3985	0.00418290629855738
3884974	https://pubmed.ncbi.nlm.nih.gov/3884974	2	2	0.0008720652958890296	b3231, b3230	0.00416853205010873
11160116	https://pubmed.ncbi.nlm.nih.gov/11160116	2	2	0.0008720652958890296	b0627, b3836	0.004154256255416576
11797051	https://pubmed.ncbi.nlm.nih.gov/11797051	2	2	0.0008720652958890296	b3836, b0997	0.00414007790642198
6338481	https://pubmed.ncbi.nlm.nih.gov/6338481	2	2	0.0008720652958890296	b3306, b3341	0.004125996008781089
9271564	https://pubmed.ncbi.nlm.nih.gov/9271564	2	2	0.0008720652958890296	b3342, b3303	0.0041120095816326785
12823975	https://pubmed.ncbi.nlm.nih.gov/12823975	2	2	0.0008720652958890296	b3165, b3306	0.0040981176573704065
4922286	https://pubmed.ncbi.nlm.nih.gov/4922286	2	2	0.0008720652958890296	b3342, b3310	0.004084319281419664
9044258	https://pubmed.ncbi.nlm.nih.gov/9044258	2	2	0.0008720652958890296	b3637, b3636	0.004070613512018927
7035835	https://pubmed.ncbi.nlm.nih.gov/7035835	2	2	0.0008720652958890296	b3637, b3636	0.004056999420005486
6450866	https://pubmed.ncbi.nlm.nih.gov/6450866	2	2	0.0008720652958890296	b3637, b3636	0.004043476088605467
9098043	https://pubmed.ncbi.nlm.nih.gov/9098043	2	2	0.0008720652958890296	b3637, b3636	0.004030042613228041
9294008	https://pubmed.ncbi.nlm.nih.gov/9294008	2	2	0.0008720652958890296	b3637, b3636	0.004016698101263709
6278442	https://pubmed.ncbi.nlm.nih.gov/6278442	2	2	0.0008720652958890296	b2185, b3304	0.004003441671886601
22742417	https://pubmed.ncbi.nlm.nih.gov/22742417	2	2	0.0008720652958890296	b3838, b3839	0.003990272455860659
10781811	https://pubmed.ncbi.nlm.nih.gov/10781811	2	2	0.0008720652958890296	b3836, b3838	0.00397718959534964
8251501	https://pubmed.ncbi.nlm.nih.gov/8251501	2	2	0.0008720652958890296	b3984, b3316	0.003964192243730851
10747797	https://pubmed.ncbi.nlm.nih.gov/10747797	2	2	0.0008720652958890296	b3986, b3985	0.003951279565412509
320036	https://pubmed.ncbi.nlm.nih.gov/320036	2	2	0.0008720652958890296	b3986, b3985	0.003938450735654676
800342	https://pubmed.ncbi.nlm.nih.gov/800342	2	2	0.0008720652958890296	b3986, b3985	0.003925704940393657
8631789	https://pubmed.ncbi.nlm.nih.gov/8631789	2	2	0.0008720652958890296	b3986, b3985	0.003913041376069807
18163615	https://pubmed.ncbi.nlm.nih.gov/18163615	2	2	0.0008720652958890296	b0997, b1872	0.00390045924945865
2429836	https://pubmed.ncbi.nlm.nih.gov/2429836	2	2	0.0008720652958890296	b3230, b3341	0.003887957777505257
7024735	https://pubmed.ncbi.nlm.nih.gov/7024735	2	2	0.0008720652958890296	b3983, b3984	0.0038755361871617897
3104883	https://pubmed.ncbi.nlm.nih.gov/3104883	2	2	0.0008720652958890296	b3983, b3984	0.0038631937152281536
325371	https://pubmed.ncbi.nlm.nih.gov/325371	2	2	0.0008720652958890296	b3296, b3311	0.0038509296081956834
12650927	https://pubmed.ncbi.nlm.nih.gov/12650927	2	2	0.0008720652958890296	b3836, b3838	0.003838743122093798
14522592	https://pubmed.ncbi.nlm.nih.gov/14522592	3	8	0.0012777720374657726	b0894, b1588, b1587	0.005606879823706277
2838394	https://pubmed.ncbi.nlm.nih.gov/2838394	3	8	0.0012777720374657726	b1719, b1716, b1717	0.0055892481261474525
6317865	https://pubmed.ncbi.nlm.nih.gov/6317865	3	8	0.0012777720374657726	b1719, b1716, b1717	0.00557172697214699
7747941	https://pubmed.ncbi.nlm.nih.gov/7747941	4	17	0.0012991189706582959	b3894, b2997, b0972, b2996	0.00564710777558028
15690043	https://pubmed.ncbi.nlm.nih.gov/15690043	25	454	0.0014501743213676714	b3986, b3321, b3341, b3983, b1450, b0435, b3303, b4203, b3296, b3320, b3315, b3203, b1719, b2997, b3301, b3317, b3318, b3985, b2660, b2687, b3984, b0169, b3319, b3637, b1474	0.006284088725926576
19415239	https://pubmed.ncbi.nlm.nih.gov/19415239	3	9	0.0018752892271363532	b3836, b1588, b1587	0.008101016506045552
31113900	https://pubmed.ncbi.nlm.nih.gov/31113900	2	3	0.0025652782661276926	b2617, b0177	0.011047374824097896
16246086	https://pubmed.ncbi.nlm.nih.gov/16246086	2	3	0.0025652782661276926	b3300, b3981	0.011013277988221052
10698927	https://pubmed.ncbi.nlm.nih.gov/10698927	2	3	0.0025652782661276926	b3981, b3300	0.010979390979026525
3284784	https://pubmed.ncbi.nlm.nih.gov/3284784	2	3	0.0025652782661276926	b3981, b3300	0.010945711865593928
10944122	https://pubmed.ncbi.nlm.nih.gov/10944122	2	3	0.0025652782661276926	b3981, b3300	0.010912238740622693
15919727	https://pubmed.ncbi.nlm.nih.gov/15919727	2	3	0.0025652782661276926	b3894, b1474	0.010878969720072015
15797911	https://pubmed.ncbi.nlm.nih.gov/15797911	2	3	0.0025652782661276926	b3894, b1474	0.010845902942807358
12167867	https://pubmed.ncbi.nlm.nih.gov/12167867	2	3	0.0025652782661276926	b3981, b3300	0.010813036570253396
16154141	https://pubmed.ncbi.nlm.nih.gov/16154141	2	3	0.0025652782661276926	b3300, b3981	0.010780368786053235
11415985	https://pubmed.ncbi.nlm.nih.gov/11415985	2	3	0.0025652782661276926	b0093, b3300	0.010747897795733798
23716687	https://pubmed.ncbi.nlm.nih.gov/23716687	2	3	0.0025652782661276926	b3300, b3981	0.010715621826377239
23659793	https://pubmed.ncbi.nlm.nih.gov/23659793	2	3	0.0025652782661276926	b3981, b3300	0.010683539126298266
32989086	https://pubmed.ncbi.nlm.nih.gov/32989086	2	3	0.0025652782661276926	b3981, b3300	0.010651647964727225
16292303	https://pubmed.ncbi.nlm.nih.gov/16292303	2	3	0.0025652782661276926	b3981, b3300	0.01061994663149887
7844821	https://pubmed.ncbi.nlm.nih.gov/7844821	2	3	0.0025652782661276926	b3319, b3321	0.010588433436746649
6339072	https://pubmed.ncbi.nlm.nih.gov/6339072	2	3	0.0025652782661276926	b3300, b3981	0.010557106710602428
2137819	https://pubmed.ncbi.nlm.nih.gov/2137819	2	3	0.0025652782661276926	b3983, b3981	0.010525964802901536
159206	https://pubmed.ncbi.nlm.nih.gov/159206	2	3	0.0025652782661276926	b3983, b3985	0.010495006082893003
1531482	https://pubmed.ncbi.nlm.nih.gov/1531482	2	3	0.0025652782661276926	b3300, b3981	0.010464228938954899
11867527	https://pubmed.ncbi.nlm.nih.gov/11867527	2	3	0.0025652782661276926	b3300, b3981	0.01043363177831468
8428583	https://pubmed.ncbi.nlm.nih.gov/8428583	2	3	0.0025652782661276926	b3300, b3981	0.010403213026774404
3542048	https://pubmed.ncbi.nlm.nih.gov/3542048	2	3	0.0025652782661276926	b1717, b3299	0.010372971128440758
16159779	https://pubmed.ncbi.nlm.nih.gov/16159779	2	3	0.0025652782661276926	b3300, b3981	0.01034290454545977
8641431	https://pubmed.ncbi.nlm.nih.gov/8641431	2	3	0.0025652782661276926	b3300, b3981	0.010313011757756129
8526914	https://pubmed.ncbi.nlm.nih.gov/8526914	2	3	0.0025652782661276926	b3300, b3981	0.010283291262777005
8702704	https://pubmed.ncbi.nlm.nih.gov/8702704	2	3	0.0025652782661276926	b3300, b3981	0.01025374157524029
10644701	https://pubmed.ncbi.nlm.nih.gov/10644701	2	3	0.0025652782661276926	b3300, b3981	0.010224361226887165
9564033	https://pubmed.ncbi.nlm.nih.gov/9564033	2	3	0.0025652782661276926	b3300, b3981	0.010195148766238915
12437136	https://pubmed.ncbi.nlm.nih.gov/12437136	2	3	0.0025652782661276926	b3300, b3981	0.010166102758357894
16890955	https://pubmed.ncbi.nlm.nih.gov/16890955	2	3	0.0025652782661276926	b3300, b3981	0.010137221784612559
11929547	https://pubmed.ncbi.nlm.nih.gov/11929547	2	3	0.0025652782661276926	b0894, b1474	0.010108504442446518
